locatienaam,datum,frequentie,norm/eis,kritisch punt (onderwerp),locatie,advies: controlemiddel,hoofdfunctie,uitgevoerd,opmerking,ingevuld door,ingevuld op,schema afgesloten,appt nr. 1,appt nr. 2
Noorderkroon (HW),2016-11-01,Maandelijks,Temperatuurmeting,Wastafelmengkraan,Werkplaats A.01.17 ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,WW,JA,,Servicedienst Noorderkroon,2016-11-29 11:50:30,JA,A.01.17,
Noorderkroon (HW),2016-11-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte B.01.03 kleedruimte heren ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,WW,JA,,Servicedienst Noorderkroon,2016-11-29 11:50:30,JA,B.01.03,
Noorderkroon (HW),2016-11-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte C.01.12 kleedruimte dames,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,WW,JA,,Servicedienst Noorderkroon,2016-11-29 11:50:30,JA,C.01.12,
Noorderkroon (HW),2016-11-01,Maandelijks,Temperatuurmeting,keukenmengkraan,Ruimte C.01.06 Vergaderruimte ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,WW,JA,,Servicedienst Noorderkroon,2016-11-29 11:50:30,JA,C.01.06,
Noorderkroon (HW),2016-11-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte C.1.06 Kantoor Cello ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,WW,JA,,Servicedienst Noorderkroon,2016-11-29 11:50:30,JA,C.1.06,
Noorderkroon (HW),2016-11-01,Maandelijks,Temperatuurmeting,Mengkraan boven spoelbak,Ruimte A.2.28 werkkast spoelbak,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,WW,JA,,Servicedienst Noorderkroon,2016-11-29 11:50:30,JA,A.2.28,
Noorderkroon (HW),2016-11-01,Maandelijks,Temperatuurmeting,Wastafelkraan,Ruimte A.0.57 rolstoeltoilet ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,WW,JA,,Servicedienst Noorderkroon,2016-11-29 11:50:30,JA,A.0.57,
Noorderkroon (HW),2016-11-01,Maandelijks,Temperatuurmeting,Mengkraan,Werkkast ruimte C.033,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,KW,JA,,Servicedienst Noorderkroon,2016-11-29 11:50:30,JA,033,
Noorderkroon (HW),2016-11-01,Maandelijks,Temperatuurmeting,Mengkraan,Werkkast ruimte C.033,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,WW,JA,,Servicedienst Noorderkroon,2016-11-29 11:50:30,JA,033,
Noorderkroon (HW),2016-11-01,Maandelijks,Boiler: temperatuur,Controle warmwatertemperatuur,Technische ruimte A,Temperatuur van het uitgaande water periodiek controleren: bij constante meetwaarden volstaat maandelijks.,WW,JA,,Servicedienst Noorderkroon,2016-11-29 11:50:30,JA,,
Noorderkroon (HW),2016-11-01,Maandelijks,Boiler: temperatuur,Controle warmwatercirculatie temperatuur,Technische ruimte A,"Visuele controle op het juist functioneren van de circulatiepomp. Voer dit uit door het registreren van de temperatuur van het retourwater, boven 60°C.",WWC,JA,,Servicedienst Noorderkroon,2016-11-29 11:50:30,JA,,
Noorderkroon (HW),2016-11-01,Maandelijks,Boiler: temperatuur,Controle warmwatertemperatuur,Technische ruimte C,Temperatuur van het uitgaande water periodiek controleren: bij constante meetwaarden volstaat maandelijks.,WW,JA,,Servicedienst Noorderkroon,2016-11-29 11:50:30,JA,,
Noorderkroon (HW),2016-11-01,Maandelijks,Boiler: temperatuur,Controle warmwatercirculatie temperatuur,Technische ruimte C,"Visuele controle op het juist functioneren van de circulatiepomp. Voer dit uit door het registreren van de temperatuur van het retourwater, boven 60°C.",WWC,JA,,Servicedienst Noorderkroon,2016-11-29 11:50:30,JA,,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,Wastafelkraan,Ruimte A.0.57 rolstoeltoilet ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,KW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,A.0.57,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,Wastafelkraan,Ruimte A0.56 rolstoeltoilet ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,KW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,A0.56,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,keukenmengkraan,Ruimte B.0.04 artsenkamer ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,KW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,B.0.04,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,spoelkeuken handenwasbak,Ruimte C.0.15 spoelkeuken handenwasbak,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,KW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,C.0.15,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,Wastafelmengkraan,Werkplaats A.01.17 ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,KW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,A.01.17,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting, wastafelmengkraan,Ruimte B.01.03 kleedruimte heren ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,KW,JA,Tijdelijk afgesloten,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,B.01.03,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte C.01.12 kleedruimte dames ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,KW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,C.01.12,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,keukenmengkraan,Ruimte C.01.06 Vergaderruimte ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,KW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,C.01.06,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting, wastafelmengkraan,Ruimte C.1.06 Kantoor Cello ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,KW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,C.1.06,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,Mengkraan boven spoelbak,Ruimte A.2.28 werkkast spoelbak,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,KW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,A.2.28,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,keukenmengkraan,Ruimte B.0.04 artsenkamer ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,WW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,B.0.04,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,spoelkeuken handenwasbak,Ruimte C.0.15 spoelkeuken handenwasbak,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,WW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,C.0.15,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,Wastafelmengkraan,Werkplaats A.01.17 ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,WW,JA,Boiler uit,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,A.01.17,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte B.01.03 kleedruimte heren ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,WW,JA,Tijdelijk afgesloten,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,B.01.03,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte C.01.12 kleedruimte dames,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,WW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,C.01.12,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,keukenmengkraan,Ruimte C.01.06 Vergaderruimte ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,WW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,C.01.06,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte C.1.06 Kantoor Cello ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,WW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,C.1.06,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,Mengkraan boven spoelbak,Ruimte A.2.28 werkkast spoelbak,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,WW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,A.2.28,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,Wastafelkraan,Ruimte A.0.57 rolstoeltoilet ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,WW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,A.0.57,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,Mengkraan,Werkkast ruimte C.033,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,KW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,033,
Noorderkroon (HW),2016-12-01,Maandelijks,Temperatuurmeting,Mengkraan,Werkkast ruimte C.033,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,WW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,033,
Noorderkroon (HW),2016-12-01,Maandelijks,Boiler: temperatuur,Controle warmwatertemperatuur,Technische ruimte A,Temperatuur van het uitgaande water periodiek controleren: bij constante meetwaarden volstaat maandelijks.,WW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,,
Noorderkroon (HW),2016-12-01,Maandelijks,Boiler: temperatuur,Controle warmwatercirculatie temperatuur,Technische ruimte A,"Visuele controle op het juist functioneren van de circulatiepomp. Voer dit uit door het registreren van de temperatuur van het retourwater, boven 60°C.",WWC,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,,
Noorderkroon (HW),2016-12-01,Maandelijks,Boiler: temperatuur,Controle warmwatertemperatuur,Technische ruimte C,Temperatuur van het uitgaande water periodiek controleren: bij constante meetwaarden volstaat maandelijks.,WW,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,,
Noorderkroon (HW),2016-12-01,Maandelijks,Boiler: temperatuur,Controle warmwatercirculatie temperatuur,Technische ruimte C,"Visuele controle op het juist functioneren van de circulatiepomp. Voer dit uit door het registreren van de temperatuur van het retourwater, boven 60°C.",WWC,JA,,Servicedienst Noorderkroon,2016-12-29 14:56:44,JA,,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting,Wastafelkraan,Ruimte A.0.57 rolstoeltoilet ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,KW,JA,,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,A.0.57,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting,Wastafelkraan,Ruimte A0.56 rolstoeltoilet ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,KW,JA,,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,A0.56,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting,keukenmengkraan,Ruimte B.0.04 artsenkamer ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,KW,JA,,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,B.0.04,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting,spoelkeuken handenwasbak,Ruimte C.0.15 spoelkeuken handenwasbak,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,KW,JA,,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,C.0.15,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting,Wastafelmengkraan,Werkplaats A.01.17 ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,KW,JA,,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,A.01.17,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting, wastafelmengkraan,Ruimte B.01.03 kleedruimte heren ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,KW,JA,Tijdelijk afgesloten,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,B.01.03,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte C.01.12 kleedruimte dames ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,KW,JA,,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,C.01.12,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting,keukenmengkraan,Ruimte C.01.06 Vergaderruimte ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,KW,JA,,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,C.01.06,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting, wastafelmengkraan,Ruimte C.1.06 Kantoor Cello ,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,KW,JA,,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,C.1.06,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting,Mengkraan boven spoelbak,Ruimte A.2.28 werkkast spoelbak,Controleer periodiek de temperatuur van het koude water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,KW,JA,,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,A.2.28,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting,keukenmengkraan,Ruimte B.0.04 artsenkamer ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,WW,JA,,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,B.0.04,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting,spoelkeuken handenwasbak,Ruimte C.0.15 spoelkeuken handenwasbak,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,WW,JA,,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,C.0.15,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting,Wastafelmengkraan,Werkplaats A.01.17 ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,WW,JA,Afgesloten,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,A.01.17,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte B.01.03 kleedruimte heren ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,WW,JA,Tijdelijk afgesloten,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,B.01.03,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte C.01.12 kleedruimte dames,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,WW,JA,,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,C.01.12,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting,keukenmengkraan,Ruimte C.01.06 Vergaderruimte ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft.,WW,JA,,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,C.01.06,
Noorderkroon (HW),2017-01-01,Maandelijks,Temperatuurmeting,wastafelmengkraan,Ruimte C.1.06 Kantoor Cello ,Controleer periodiek de temperatuur van het warme water op genoemd tappunt. Hiermee toont u aan dat de temperatuur buiten het risicogebied van legionellagroei blijft,WW,JA,,Servicedienst Noorderkroon,2017-01-20 12:29:39,JA,C.1.06,
